"id"," name"," count"
"5871","punto di interesse","1"
"5872","guerra","1"
"5873","memorie","1"
"5889","glicine","1"
"5891","marin faliero","1"
"5892","colleoni","1"
"5893","Battello 4.1","1"
"5895","passerelle","1"
"5896","Foto","1"
"5897","Bottega.forcole.remi#","1"
"5899","station","1"
"5910","Antiquariato","1"
"5911","terrazze","1"
"5918","ringhiera","1"
"5923","Corderie","1"
"5928","cautelat","1"
"5931","trolley","1"
"5935","materiale","1"
"5939","strada nuova","1"
"5943","Frenesia","1"
"5944","accenti","1"
"5945","Monopattino","1"
"5946","Soffritto","1"
"5947","fegato","1"
"5948","Auditorium","1"
"5950","Canto","1"
"5952","Progetto blind.wiki","1"
"5953","Laguna sud","1"
"5957","Cantieri","1"
"5958","Varo","1"
"5961","fiera","1"
"5966","Rialto mercato","1"
"5976","colombi","1"
"5979","bucato","1"
"5982","ponti multidirezionali","1"
"5983","Museo della music","1"
"5986","benvenuti","1"
"5987","Porta arsenale","1"
"5988","suono campane","1"
"5989","sculture in rilievo","1"
"5995","gondola col tetto","1"
"5996","gondole","1"
"5999","pericolo mella strada","1"
"6001","angolo","1"
"6002","scultura tattile","1"
"6003","odore di fritto","1"
"6004","bambino urlante","1"
"6005","prima","1"
"6006","Campanella","1"
"6007","duomo","1"
"6008","murano","1"
"6009","Vociare","1"
"6010","Osmiza","1"
"6011","serata primaverile","1"
"6013","Nova versio","1"
"6014","associazione","1"
"6015","uici","1"
"6020","pasticcerie","1"
"6021","Parapetto","1"
"6022","Fiori","1"
"6023","fiorai","1"
"6024","fonrana","1"
"6029","Decorazioni","1"
"6031","iscrizione","1"
"6032","chiesa dei frari","1"
"6036","San tomà","1"
"6037","percorso pedotattile","1"
"6040","biblioteca tolentini","1"
"6047","sanrocco","1"
"6053","curve","1"
"6054","Trave sollevata","1"
"6056","Bracarizi","1"
"6060","vita notturna","1"
"6062","terrazze esterne","1"
"6064","noia","1"
"6065","attese","1"
"6066","Canti","1"
"6067","gruppo","1"
"6070","ferro","1"
"6071","scalino","1"
"6072","silenzi","1"
"6073","calli vuote","1"
"6074","parallele","1"
"6075","pipì","1"
"6078","sedie","1"
"6080","Direzioni","1"
"6083","san pantalon","1"
"6084","porte","1"
"6089","lampioni","1"
"6091","oggetti","1"
"6092","abbandonati","1"
"6094","ombra","1"
"6096","Cestino","1"
"6097","lampione","1"
"6098","Percorsi","1"
"6100","vetrine","1"
"6101","ambiguità","1"
"6102","fastidii","1"
"6106","estintore","1"
"6107","riflessi","1"
"6108","Multi direzionali","1"
"6110","san agostin","1"
"6112","ristorante due colonne","1"
"6115","Vintage shop","1"
"6117","Architetture","1"
"6118","Locanda Fiore","1"
"6120","Carabinieri","1"
"6123","Telefoni","1"
"6127","Tattili","1"
"6129","Storie","1"
"6132","multidirezionalità","1"
"6134","barriere","1"
"6135","Banche","1"
"6136","Moli","1"
"6140","Traghetto","1"
"6142","Porticati","1"
"6146","visivo","1"
"6149","studio di tatuaggi","1"
"6150","ronzio","1"
"6151","macchinetta","1"
"6156","lamenti","1"
"6161","muretto","1"
"6162","carrers per tothom","1"
"6165","basilica frari","1"
"6167","Stazione biglietteria","1"
"6169","Palazzo Mocenigo","1"
"6170","basilica","1"
"6171","loggia dei cavalli","1"
"6172","motosega","1"
"6176","Coffee breakfast bar","1"
"6178","university","1"
"6181","song","1"
"6182","nothing special","1"
"6183","but good","1"
"6184","car","1"
"6185","radio","1"
"6186","yaas","1"
"6187","riva degli schiavoni","1"
"6190","Chill","1"
"6191","giardini viale panchine","1"
"6192","orari","1"
"6194","Vedute","1"
"6200","spazi verdi","1"
"6202","barriera","1"
"6203","Spiazzo verde","1"
"6204","cestini","1"
"6205","Cane","1"
"6213","veneto","1"
"6215","corte interna","1"
"6220","morta","1"
"6225","tavoli esterni","1"
"6227","serre","1"
"6229","balaustra","1"
"6230","Farmacie","1"
"6232","pericolo altezza","1"
"6233","pericolo acqua 10 metri","1"
"6234","assesorato","1"
"6235","comune Venezia","1"
"6236","balconcino","1"
"6238","madonna","1"
"6239","altarino","1"
"6241","muro mattoni","1"
"6245","creazioni","1"
"6246","umano","1"
"6251","istituti","1"
"6254","CaFoscari","1"
"6257","pozzo al centro","1"
"6260","merci","1"
"6261","cancello","1"
"6264","pranzo","1"
"6269","folla","1"
"6271","sicurezze","1"
"6273","sede di ca' foscari","1"
"6274","liceo classico","1"
"6278","attenzione scalini","1"
"6279","Cicchetti","1"
"6282","museo ca' rezzonico","1"
"6284","Muretti","1"
"6286","S.Barnaba","1"
"6289","Telefono","1"
"6290","telefono pubblico","1"
"6291","tasti","1"
"6292","anni 90","1"
"6293","Toletta","1"
"6296","dolci","1"
"6297","take away","1"
"6298","giocare","1"
"6300","rio nuovo","1"
"6301","dorsoduro","1"
"6302","san barnaba","1"
"6304","verde","1"
"6305","foglie","1"
"6306","San Geremia","1"
"6307","Skyline","1"
"6310","san benetto","1"
"6311","Palazzo","1"
"6313","sanbenetto","1"
"6314","santo stefano","1"
"6318","conservatorio","1"
"6319","Rio terà","1"
"6320","ramo","1"
"6321","Periferia","1"
"6323","pisani","1"
"6325","Tags","1"
"6327","randomtag","1"
"6328","addedtag","1"
"6330","Spazio verde","1"
"6333","confine","1"
"6334","pittoresco","1"
"6335","vita quotidiana","1"
"6336","Forni","1"
"6338","info","1"
"6345","Restauro","1"
"6347","Fontadamenta","1"
"6349","fondazione","1"
"6350","Dornbusch","1"
"6351","Bäckerei","1"
"6352","HessischerRundfunk","1"
"6353","HR","1"
"6355","veneziani","1"
"6356","Garibaldi","1"
"6357","tartarughe","1"
"6358","Erba fresca","1"
"6359","erba tagliata","1"
"6360","panni stesi","1"
"6361","racconto","1"
"6362","margherite","1"
"6363","burloni","1"
"6364","mamme","1"
"6365","dolcezza","1"
"6367","Scalea","1"
"6370","hangdrum","1"
"6371","musicisti","1"
"6374","Illustrations","1"
"6375","esposizioni","1"
"6377","Crocefisso","1"
"6379","vino","1"
"6380","dentista","1"
"6381","collegio","1"
"6382","concerti","1"
"6383","patronato","1"
"6384","facciata","1"
"6385","Residenze","1"
"6386","camini","1"
"6387","copisteria","1"
"6388","aule","1"
"6389","Carceri","1"
"6391","vertigini","1"
"6392","Bimari","1"
"6393","Amicizie","1"
"6395","passi","1"
"6396","gatti","1"
"6397","deposito","1"
"6398","Area","1"
"6400","vie alternative","1"
"6401","enoteche","1"
"6402","pontile","1"
"6404","Mestre","1"
"6405","Arpa","1"
"6407","Feltrinelli","1"
"6408","dischi","1"
"6409","Isole","1"
"6412","TreOci ","1"
"6414","Piscina sacca fisola","1"
"6415","Prato","1"
"6416","Prat","1"
"6417","Prado","1"
"6419","Camp de futbol","1"
"6420","daisy","1"
"6422","painting","1"
"6423","Paintings","1"
"6426","terrace","1"
"6427","leone","1"
"6430","Boat","1"
"6431","sound","1"
"6432","Building","1"
"6433","colour","1"
"6434","families","1"
"6435","children","1"
"6436","cat","1"
"6437","Bow","1"
"6438","Venice","1"
"6439","Aperitivo","1"
"6440","feast","1"
"6441","plague","1"
"6442","Palladio","1"
"6443","Labirinto","1"
"6444","perdersi","1"
"6445","fritto","1"
"6446","pollini","1"
"6448","distanza","1"
"6450","Bar carizzi","1"
"6454","svago","1"
"6455","Gufo","1"
"6456","Vw","1"
"6460","campo da basket","1"
"6461","scivolo","1"
"6462","altalena","1"
"6463","panchina","1"
"6467","militari","1"
"6468","erba alta","1"
"6470","Cani","1"
"6472","Ambienti notturni","1"
"6473","Edificio","1"
"6474","Stadio","1"
"6475","Superfici","1"
"6476","Hotel San Elena","1"
"6478","dormiente","1"
"6479","attracco","1"
"6480","first aid","1"
"6481","Kit pronto soccorso","1"
"6482","Navi da crociera","1"
"6484","Porti","1"
"6485","Crociera","1"
"6486","Disturbo","1"
"6487","agevolazioni","1"
"6488","chiaro di luna","1"
"6491","spazi","1"
"6492","Animali notturni","1"
"6493","versi","1"
"6494","sacafisola","1"
"6496","sacca fisola","1"
"6497","tranquilla","1"
"6500","Ilton","1"
"6501","mulino Stucchi","1"
"6502","Distributore","1"
"6503","nave da crociera","1"
"6504","Chiostri","1"
"6506","Waterford Ireland River","1"
"6507","Attraversamento pedonale","1"
"6508","Pitura freska","1"
"6509","Furio","1"
"6510","reggae","1"
"6511","Magazzino","1"
"6512","San Basilio","1"
"6513","Hola","1"
"6515","tester","1"
"6516","prova2","1"
"6517","disaster2","1"
"6518","testeig","1"
"6519","tag2","1"
"6520","Prova abdroid","1"
"6522","WAV","1"
"6523","EditarTags","1"
"6524","Currywurst","1"
"6525","Pikant","1"
"6526","Pinacoteca Ravenna","1"
"6527","Tolentini","1"
"6529","lavanderia","1"
"6530","cartolibreria","1"
"6531","tabaccaio","1"
"6534","Barbiere","1"
"6535","fast food","1"
"6536","affollato","1"
"6537","Svincolo","1"
"6538","stucchi","1"
"6539","affreschi","1"
"6541","dipinti","1"
"6544","attraversamento","1"
"6546","Sala","1"
"6547","Attraversamenti","1"
"6548","percorsi podotattili","1"
"6549","passaggio pedonale","1"
"6550","siepi","1"
"6553","ombrelloni","1"
"6554","Money","1"
"6555","Sentiero","1"
"6556","Blue moon","1"
"6557","bagno","1"
"6558","tribune","1"
"6559","gradoni","1"
"6560","Defibrillatore","1"
"6561","fermate","1"
"6562","Grand Hotel Des Bains","1"
"6563","Morte a Venezia","1"
"6564","Death in Venice","1"
"6565","Fermate autobus","1"
"6566","Paesaggio","1"
"6567","rumore","1"
"6568","onde","1"
"6569","Acquazzone","1"
"6570","temporale estivo","1"
"6571","riparo","1"
"6572","portici","1"
"6573","gelateria","1"
"6574","Mercatino","1"
"6575","usato","1"
"6576","antiquario","1"
"6577","spese","1"
"6578","compere","1"
"6579","fisarmonica","1"
"6580","Posacenere","1"
"6581","sigaretta","1"
"6582","cura","1"
"6583","Punta della Dogana","1"
"6584","Gioco","1"
"6585","serrature","1"
"6587","bicchieri","1"
"6588","aperitivi","1"
"6589","fritto di mare","1"
"6590","stuzzichini","1"
"6591","cioccolata","1"
"6592","frittelle","1"
"6593","poste italiane","1"
"6594","alimentari","1"
"6595","tabacchino","1"
"6597","Aiuola","1"
"6598","gioia","1"
"6599","doposcuola","1"
"6600","piove","1"
"6601","Espositori mobili","1"
"6602","jw.org","1"
"6604","Erfurt","1"
"6605","esplanada de gespa","1"
"6606","Isoloto","1"
"6608","rio de malcanton","1"
"6609","Campiello mosca","1"
"6610","erba","1"
"6611","piedra","1"
"6612","pasos","1"
"6613","pavellonestadosunidos","1"
"6614","Padiglionebelgio","1"
"6615","pavellon","1"
"6616","eeuu","1"
"6617","Padiglionecentrale","1"
"6620","pedres","1"
"6621","eeuu>Israel","1"
"6622","bookshop","1"
"6623","gadget","1"
"6624","disabili","1"
"6625","Sassi","1"
"6626","suono","1"
"6627","cammino","1"
"6628","percorribile","1"
"6629","Israele","1"
"6630","Ristoro","1"
"6633","comunicato stampa","1"
"6634","juan calzadilla","1"
"6635","disegni","1"
"6637","francia","1"
"6638","cemento","1"
"6639","convivenza","1"
"6640","rusian","1"
"6641","pavilion","1"
"6642","safety","1"
"6643","trieste","1"
"6644","vent","1"
"6645","Carrer ample","1"
"6646","obres","1"
"6647","edificio historico","1"
"6650","table","1"
"6652","Ambientr sonoro","1"
"6656","cicale","1"
"6657","nit","1"
"6658","Free Wi Fi","1"
"6659","Helicopter","1"
"6660","Wassenberg","1"
"6661","wohnzimmer","1"
"6662","ausruhen","1"
"6663","Fernsehen gucken","1"
"6672","Muros de piedra","1"
"6673","alambres","1"
"6674","Caminos","1"
"6675","carreteras","1"
"6677","socavones","1"
"6679","reverberación","1"
"6681","Paso de cebra","1"
"6682","barandillas","1"
"6683","Turbos metal","1"
"6684","Muros","1"
"6688","rejas","1"
"6689","路很小","1"
"6691","Aceras anchas","1"
"6692","很危險","1"
"6693","autos","1"
"6694","車子多","1"
"6695","Aparcamientos","1"
"6696","路況","1"
"6697","停車場，出入口","1"
"6700","Casa azul","1"
"6701","paredes","1"
"6702","Motos subiendo cuesta","1"
"6711","hierro","1"
"6712","Ayuntamiento","1"
"6714","sonidos ambientes","1"
"6716","peluquerías","1"
"6718","niñxs","1"
"6719","Contenedores","1"
"6720","Tecturas","1"
"6722","Farola","1"
"6723","Reciclwta","1"
"6725","Somos","1"
"6726","Vidas","1"
"6729","Auguri","1"
"6731","Aldgate underground","1"
"6732","Minorías EC3","1"
"6733","Tower Gateway DLR Station","1"
"6734","Tower Gateway underground","1"
"6735","Great Tower Street","1"
"6736","Monument underground station","1"
"6737","Frenchurch street","1"
"6738","Leadenhall market","1"
"6739","Liverpool Street Station","1"
"6740","Spitalfields market","1"
"6741","Petticoat lane","1"
"6742","Toynbee Hall","1"
"6743","More London","1"
"6745","hermitage","1"
"6746","lectures","1"
"6750","german","1"
"6751","Bahnhof","1"
"6752","Zug","1"
"6753","Deutsch","1"
"6754","bühlstr","1"
"6755","crossing","1"
"6756","Rumor","1"
"6757","Мы находимся так было тоже самое набирай раз-два-три раз-два-три","1"
"6758","Qwe","1"
"6759","Fondazione Benetton","1"
"6760","Museum","1"
"6761","Berlin","1"
"6762","Skulptur","1"
"6763","Altstadt","1"
"6768","嗯这有一个自行车","1"
"6782","Jardín botánico","1"
"6791","aula","1"
"6800","tinglados","1"
"6801","Atardecer","1"
"6803","patinaje","1"
"6805","banda","1"
"6806","Cante","1"
"6807","flamenco","1"
"6808","bulerías","1"
"6811","Marina","1"
"6812","lloros","1"
"6815","Banderes","1"
"6823","Les arenas","1"
"6831","susurros","1"
"6832","compañía","1"
"6836","Bienestar","1"
"6837","pescaderia","1"
"6838","Agradable","1"
"6839","sensaciones","1"
"6841","amplitud","1"
"6845","Tacto","1"
"6850","Zona de juegos","1"
"6851","DrLluch","1"
"6852","Restos","1"
"6856","Campo de fútbol","1"
"6858","escucha","1"
"6864","Torrent","1"
"6867","historia de Valencia","1"
"6869","maquinaria","1"
"6871","salvado","1"
"6872","Museo arroz","1"
"6873","sonidos","1"
"6877","obrador","1"
"6878","coca de llanda","1"
"6880","Teatre el Musical","1"
"6881","Guitarra","1"
"6889","Helat","1"
"6891","veins","1"
"6892","Veins associacio","1"
"6893","Vains","1"
"6895","Escritor","1"
"6896","Museo Blasco Ibañez","1"
"6897","Casas del Cabanyal","1"
"6898","trencadís","1"
"6904","inicio de ruta","1"
"6906","edificios","1"
"6907","gentrificación","1"
"6908","Contrabando","1"
"6909","historias del Cabanyal","1"
"6916","contreras","1"
"6926","cítricos","1"
"6927","jardín botáncio","1"
"6930","tórtolas","1"
"6933","músicos","1"
"6934","árboles monumentales","1"
"6935","croquetas","1"
"6936","selva","1"
"6937","cara del moro","1"
"6938","pòrticos","1"
"6940","animación","1"
"6941","alerta","1"
"6942","sillas","1"
"6943","mesas","1"
"6944","penumbra","1"
"6946","vida","1"
"6951","mercat central","1"
"6957","Atarazanas","1"
"6958","exposición","1"
"6960","espacio","1"
"6967","cocina de bar","1"
"6968","chaflán","1"
"6969","Conversaciones","1"
"6971","Casita verde","1"
"6972","pequeña","1"
"6973","reformas","1"
"6975","Casa verde","1"
"6976","Museo Muving","1"
"6977","historia del barrio Velluter","1"
"6978","Recuerdos","1"
"6980","juego","1"
"6984","Ruina","1"
"6985","pedazos","1"
"6986","trozos","1"
"6987","El capítulet","1"
"6988","En el moving Jardín es","1"
"6989","Capilla del Capitulet","1"
"6990","Iglesia de Santa Lucía","1"
"6991","Palacio de la ceda","1"
"6992","Estación del Norte","1"
"6993","valencia","1"
"6995","pistas deportivas","1"
"6996","cruce con carril bicis","1"
"6997","carriles de coches","1"
"6998","cruce con carril bici","1"
"6999","y carriles de coches","1"
"7000","semáforo mal ubicado","1"
"7001","accesibilidad","1"
"7002","zona peatonal","1"
"7004","velero","1"
"7006","fuera Puerto de Valencia","1"
"7007","a bordo del Albert","1"
"7010","tercera parte","1"
"7012","golosinas","1"
"7013","compras","1"
"7015","Lonja","1"
"7016","viveros","1"
"7017","Primer hospital","1"
"7018","fundado","1"
"7019","En Valencia","1"
"7021","Historia hospital antiguo","1"
"7022","Primera","1"
"7023","origin","1"
"7026","puente","1"
"7028","barrio","1"
"7029","tapeado","1"
"7030","Agujero","1"
"7031","impedimento","1"
"7032","urbanismo","1"
"7033","maraña","1"
"7034","territorio abandonado","1"
"7035","Murales","1"
"7036","casas","1"
"7037","Lanzadora","1"
"7038","típico","1"
"7039","San Vicente de la roqueta","1"
"7043","Mislata","1"
"7047","palmera antigua","1"
"7049","cúpula del museo","1"
"7051","cauce del río","1"
"7054","Parque central","1"
"7055","aspecto general","1"
"7057","falso peatonal","1"
"7059","rius","1"
"7060","monopatines","1"
"7061","animales","1"
"7062","barcos","1"
"7063","patrimonio","1"
"7064","paseantes","1"
"7065","asociaciones","1"
"7066","aglomeración","1"
"7067","Helados","1"
"7068","colores","1"
"7069","Graffitis","1"
"7070","Adolescentes","1"
"7071","Árbol","1"
"7072","paraíso","1"
"7074","La muralla árabe","1"
"7075","la muralla cristiana","1"
"7076","colegio escolapios","1"
"7078","puerta muralla cristiana","1"
"7080","defensa","1"
"7081","Torres de Quart","1"
"7084","Botánico primera parte","1"
"7085","Botánico","1"
"7086","jardín","1"
"7087","Centro comercial","1"
"7088","compras navideñas","1"
"7089","Cruzar","1"
"7096","Statie ratb 104","1"
"7097","Atardecer en Av peru","1"
"7098","Viña del Mar","1"
"7099","dia","1"
"7100","home","1"
"7101","Urbino","1"
"7102","25 novembre","1"
"7103","giornata","1"
"7105","TalkBack","1"
"7111","Afragola","1"
"7125","Sobieszewo","1"
"7126","Sobieszewo - dzień 2","1"
"7138","finalmente","1"
"7142","complexo ferroviário","1"
"7144","Trabalho","1"
"7146","Centro Universitário Facens","1"
"7150","não tem","1"
"7153","ajudantes","1"
"7154","cadeirantes","1"
"7155","Cafezinho","1"
"7157","saccoman","1"
"7158","Dorenauil","1"
"7159","Expedição","1"
"7162","feira baratos","1"
"7171","Diversão","1"
"7174","reabilitação","1"
"7176","Coco natural","1"
"7178","banana","1"
"7179","frutas","1"
"7184","experiência sensorial","1"
"7185","Jô Soares","1"
"7186","humorista","1"
"7187","painel tátil","1"
"7189","centro de memória","1"
"7190","escritório","1"
"7191","HIV","1"
"7192","prevenção","1"
"7193","auto teste","1"
"7200","Oásis Urbano","1"
"7202","Judeus","1"
"7204","Detalhes Construtivos","1"
"7205","reclamar","1"
"7206","solicitar","1"
"7207","Supermecado","1"
"7211","Arte Concierge","1"
"7212","Regina Silveira","1"
"7213","Art Concierge","1"
"7215","Encontro","1"
"7218","#v","1"
"7219","Rota Blindwiki","1"
"7220","Anhangabaú","1"
"7221","Ladeira da memória","1"
"7222","BIKE TOUR SP","1"
"7223","Bicicleta","1"
"7225","Terraçoamdrade","1"
"7226","Biblioteca Mario dd Andrade","1"
"7228","Antigo Mappin","1"
"7230","Praça das Artes","1"
"7231","Fachada tátil","1"
"7232","mala","1"
"7234","SEsc 24","1"
"7235","SESC Bibliiteca","1"
"7236","Sesc 24 de Maio","1"
"7238","Street dancing","1"
"7240","jovens","1"
"7245","obra acessível","1"
"7248","família socializadora","1"
"7252","dejetos","1"
"7253","Amora","1"
"7254","Aplicativo","1"
"7257","Viva","1"
"7258","postar","1"
"7259","chá","1"
"7262","caminho","1"
"7263","dificuldade","1"
"7264","patas","1"
"7265","blog","1"
"7266","viagens","1"
"7267","dicas","1"
"7268","início","1"
"7269","direção","1"
"7271","Barreiras","1"
"7272","Cidade","1"
"7273","Falta de Acessibidade","1"
"7276","pátio aberto","1"
"7277","Abuso","1"
"7279","Escada em espiral","1"
"7282","biblioteca braille","1"
"7283","Dificuldades","1"
"7284","tenente Nascimento","1"
"7285","Parte superior aberta","1"
"7286","Jardim","1"
"7287","Prédios","1"
"7288","hospitais","1"
"7289","Solarium","1"
"7290","piquenique","1"
"7291","Jardim suspenso","1"
"7292","Piso superior 2","1"
"7293","horta","1"
"7295","voluntario","1"
"7296","adeveb","1"
"7297","além do limite","1"
"7298","um outro olhar","1"
"7299","Mata atlântica","1"
"7301","Centro Cultural Vergueiro","1"
"7302","Ensaios","1"
"7306","Biblioteca Louis Braille","1"
"7307","Arte Tátil","1"
"7308","deficiência visual","1"
"7312","orquestra","1"
"7315","medida","1"
"7318","pintura contemporanea","1"
"7319","série alturas","1"
"7324","Visão","1"
"7328","_optical walls","1"
"7329","o que não é visível","1"
"7331","Dentrofora","1"
"7333","Jardim japonês","1"
"7334","sociedade coletiva","1"
"7338","maquete","1"
"7340","Casa das rosas","1"
"7341","Janela de vidro","1"
"7344","Sesc paulista","1"
"7345","JHSP ACESSÍVEL","1"
"7347","Bolsas Japanhouse cultura","1"
"7351","Centro Cultural Itaú","1"
"7353","Saudejapanhouse madeira","1"
"7356","casarão","1"
"7357","Paulista música cultura","1"
"7358","sescpaulista","1"
"7359","Hospitalsanata Catarina avpaulista","1"
"7360","Painel hospitalsantacatarina avpaulista","1"
"7361","Escolarodriguesalves arquitetura","1"
"7362","Santa Catarina","1"
"7363","Itaú cultural","1"
"7365","Músicas avpaulista somdapaulista","1"
"7366","santacatarinahospital","1"
"7367","Relatos Urbanos","1"
"7368","Renato Alioti","1"
"7369","7 anjos","1"
"7370","Coco de pombo","1"
"7371","guarda-chuva","1"
"7372","hostipal Santa Catarina","1"
"7373","ragazzo","1"
"7374","Moradores de rua","1"
"7375","Bordados","1"
"7376","vozes","1"
"7377","manicômio","1"
"7378","navio","1"
"7379","exclusão social","1"
"7380","Grupo","1"
"7381","Esquemapreferido","1"
"7382","Colégio Rodrigues Alves","1"
"7383","Regina","1"
"7384","Sertanejo som cultura","1"
"7385","Lanchonete garoa Paulista","1"
"7386","Pospandemianapaulista","1"
"7387","Dançanapaulista","1"
"7388","Black Music","1"
"7389","Loucura","1"
"7391","dançar","1"
"7392","dancaderuapaulista","1"
"7393","Brechobocapreta @bocapreta_","1"
"7394","Curta a paulista","1"
"7395","aos domingos","1"
"7396","Musicanapaulista country","1"
"7398","Museu liceo pasteur","1"
"7399","Super heróis","1"
"7400","Galeria super variado","1"
"7403","Shopping garoa","1"
"7404","Clube homes","1"
"7405","shopingCidadeSaoPaulo","1"
"7406","Senaipaulista","1"
"7407","Rock in roll","1"
"7408","Edifício gazeta","1"
"7410","Pisotatilruim acessibilidade alerta","1"
"7411","pisotateodefeituoso","1"
"7413","sesi","1"
"7414","Masp","1"
"7415","Trianon","1"
"7416","Museu masp","1"
"7417","Parque trianon","1"
"7418","Mequi1000","1"
"7419","Máqui 1000","1"
"7421","mcdonalds","1"
"7422","Rua livre","1"
"7423","ocupação urbana","1"
"7424","humanos","1"
"7425","Artista","1"
"7426","a Paulista é nossa","1"
"7427","Lanchonete","1"
"7428","Banana split","1"
"7429","Condomínio nacional","1"
"7431","Sertanejonapaulista dança","1"
"7432","Sertanejo","1"
"7433","Rota Paulista","1"
"7434","Celebração","1"
"7436","Shopping center 3","1"
"7437","Elogios","1"
"7438","Instagram @blindwikibr","1"
"7439","Ims","1"
"7440","Antonio Machado","1"
"7441","Amigos pra valer","1"
"7442","Deficientes visuais","1"
"7444","Qrcode","1"
"7453","edifício do Gazeta","1"
"7456","prédio da FIESP","1"
"7457","ação saúde","1"
"7461","frei caneca","1"
"7462","DJ na Paulista","1"
"7463","igreja São Luiz Gonzaga","1"
"7467","cozinheira","1"
"7468","incrível","1"
"7469","caminhões","1"
"7470","passarinhos","1"
"7471","vale a pena","1"
"7472","memória","1"
"7473","tropeiros","1"
"7474","escravos","1"
"7475","morro","1"
"7477","cheirinho","1"
"7478","linha azul","1"
"7481","app","1"
"7483","fala povo","1"
"7484","reciclagem","1"
"7487","parquiño","1"
"7496","andré","1"
"7500","Subprefeitura Ipiranga","1"
"7501","posto SPTrans","1"
"7508","Óscar Freire","1"
"7509","Pandemia","1"
"7510","aula online","1"
"7511","pedagogia","1"
"7512","vacinação","1"
"7513","prefeito","1"
"7514","Pobre Juan","1"
"7515","jantar","1"
"7517","diversidade","1"
"7518","juntos","1"
"7519","vemos a possibilidade","1"
"7521","projeto político","1"
"7522","dar voz","1"
"7525","Oque postar","1"
"7526","talentos artísticos","1"
"7527","piadas","1"
"7528","Marchinha da acessibilidade","1"
"7530","Rota acessível","1"
"7531","uma","1"
"7532","acidentes","1"
"7533","ação cidadão","1"
"7534","Wiki: rede colaborativa","1"
"7535","rota06","1"
"7537","Laraparque","1"
"7538","Alegria","1"
"7539","Brincadeira","1"
"7540","Interação","1"
"7541","salve","1"
"7543","#praça Benedito Calixto","1"
"7544","Aprendizado diversão","1"
"7546","Entrada laramara","1"
"7547","Semáforo","1"
"7548","Trajeto metrô Marechal","1"
"7551","ponto de ônibus.","1"
"7552","Gabrielzinho manos crew","1"
"7554","SãoGonçalo","1"
"7555","Caminhada","1"
"7556","São Gonçalo","1"
"7557","Educação Física","1"
"7558","farol sonoro","1"
"7559","Pisotático","1"
"7560","Área comercial","1"
"7562","Deslocamento","1"
"7563","autonomia","1"
"7565","Marechal Deodoro","1"
"7566","banco Bradesco","1"
"7567","Meios de transporte","1"
"7569","supermercado J. jota","1"
"7570","Padaria Iracema","1"
"7571","Angélica","1"
"7572","Obstáculos aéreos","1"
"7573","Alta velocidade","1"
"7574","Planeta","1"
"7576","audiodescrição","1"
"7577","calçadas","1"
"7578","Shows","1"
"7579","apresentações","1"
"7580","Uni","1"
"7581","guarulhos","1"
"7582","morador de rua","1"
"7583","cegueira","1"
"7584","Theatro São Pedro","1"
"7585","Ópera","1"
"7586","Ver com Palavras","1"
"7589","Várzea do Carmo ubs","1"
"7590","posto inss","1"
"7591","Casa até laramara","1"
"7592","Casas antigas","1"
"7593","região da Barra funda","1"
"7594","piso tatil","1"
"7595","ambulantes","1"
"7596","cocô","1"
"7597","Rua Brigadeiro Galvão","1"
"7600","Museu da Inclusão","1"
"7601","estação Barra Funda","1"
"7603","Altar dos mortos","1"
"7604","caveira","1"
"7605","sobrenome","1"
"7606","numerología","1"
"7607","Memoerial  5","1"
"7608","falta","1"
"7611","baixa visão","1"
"7613","Pavilhão da Criatividade","1"
"7614","to fazendo falta","1"
"7615","caminhos musicais","1"
"7616","guarda civil metropolitana","1"
"7617","livraria","1"
"7619","Alda","1"
"7620","sinalsonoro","1"
"7621","atencao","1"
"7623","Terminal barra funda","1"
"7624","linha vermelha metro","1"
"7625","linhas ferrias","1"
"7627","Galetia 2001","1"
"7629","Nossa querida mãe","1"
"7633","Teco fotografia","1"
"7635","Expectativas","1"
"7640","Auditório","1"
"7641","reforma a terminar","1"
"7642","falta pouco!!!","1"
"7643","Apoio local","1"
"7644","São Jorge","1"
"7645","blindwiky","1"
"7646","Portao de Ferro","1"
"7647","Sorocabana","1"
"7648","italy","1"
"7649","Porgaoddferro","1"
"7650","polonia","1"
"7651","france","1"
"7652","uk","1"
"7653","poetry","1"
"7654","sky","1"
"7655","blind.wiki","1"
"7656","Estação Ferroviária Sorocabana","1"
"7657","chame francês","1"
"7659","Marie Curie","1"
"7660","difícil acessibilidade","1"
"7661","Rebeka Lima","1"
"7662","Cantora","1"
"7667","covardia","1"
"7669","Carolina Maria de Jesus","1"
"7670","Réplicas Táteis","1"
"7671","Igreja católica","1"
"7672","missa","1"
"7673","santa Rosália","1"
"7675","Beleza","1"
"7676","Senhor do Bonfim","1"
"7678","Brasil restaurante","1"
"7679","casa rosada","1"
"7684","rodoviario","1"
"7685","Vlt","1"
"7686","rj","1"
"7687","Avenida Paulista 200","1"
"7688","Luce-Prima","1"
"7689","luceprima","1"
"7691","Hebraica","1"
"7692","Salão de Arte","1"
"7693","Museu de Arte Sacra","1"
"7694","Exposição Itinerante","1"
"7695","Kiosk Kioto","1"
"7696","garapa e lanches","1"
"7698","gostaria","1"
"7699","pandeiro","1"
"7700","instrumentos musicais","1"
"7701","Rota_centro_SJCampos/SP","1"
